settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S014498,2026-05-14,P003971,capture,44742,1328,43414,USD,
S014510,2026-05-14,P007369,capture,7857,258,7599,USD,
S014525,2026-05-14,P006787,capture,16690,514,16176,USD,
S014528,2026-05-14,P007818,capture,10945,347,10598,USD,
S014541,2026-05-14,P006377,capture,1009,59,950,USD,
S014542,2026-05-14,P002477,capture,4976,174,4802,USD,
S014579,2026-05-14,P016463,capture,10005,320,9685,USD,
S014592,2026-05-14,P017438,capture,4578,163,4415,USD,
S014612,2026-05-14,P011452,capture,21753,661,21092,USD,
S014621,2026-05-14,P008145,capture,2648,107,2541,USD,
S014631,2026-05-14,P015242,capture,19744,603,19141,USD,
S014633,2026-05-14,P012587,capture,2862,113,2749,USD,
S014637,2026-05-14,P018335,capture,1804,82,1722,USD,
S014691,2026-05-14,P015715,capture,3804,140,3664,USD,
S014715,2026-05-14,P008777,capture,2244,95,2149,USD,
S014727,2026-05-14,P001272,capture,2951,116,2835,USD,
S014734,2026-05-14,P001427,capture,493,44,449,USD,
S014760,2026-05-14,P011284,capture,29789,894,28895,USD,
S014768,2026-05-14,P009763,capture,2483,102,2381,USD,
S014776,2026-05-14,P003346,capture,12901,404,12497,USD,
S014779,2026-05-14,P000007,capture,3044,118,2926,USD,
S014804,2026-05-14,P012232,capture,3680,137,3543,USD,
S014827,2026-05-14,P007411,capture,1663,78,1585,USD,
S014829,2026-05-14,P016416,capture,7821,257,7564,USD,
S014848,2026-05-14,P000818,capture,2586,105,2481,USD,
S014865,2026-05-14,P013109,capture,8009,262,7747,USD,
S014871,2026-05-14,P006957,capture,5688,195,5493,USD,
S014921,2026-05-14,P017213,capture,1011,59,952,USD,
S014932,2026-05-14,P016812,capture,10323,329,9994,USD,
S014951,2026-05-14,P009693,capture,1935,86,1849,USD,
S014954,2026-05-14,P003280,capture,5452,188,5264,USD,
S014967,2026-05-14,P009000,capture,8520,277,8243,USD,
S014969,2026-05-14,P018079,refund,-740,0,-740,USD,
S014982,2026-05-14,P012118,capture,14302,445,13857,USD,
S014986,2026-05-14,P016494,capture,1669,78,1591,USD,
S014990,2026-05-14,P017176,capture,16319,503,15816,USD,
S014993,2026-05-14,P004650,refund,-12331,0,-12331,USD,
S015013,2026-05-14,P004262,capture,5448,188,5260,USD,
S015056,2026-05-14,P018540,capture,11385,360,11025,USD,
S015057,2026-05-14,P019447,capture,2623,106,2517,USD,
S015096,2026-05-14,P016289,capture,6803,227,6576,USD,
S015102,2026-05-14,P017072,capture,10164,325,9839,USD,
S015109,2026-05-14,P017078,capture,2565,104,2461,USD,
S015110,2026-05-14,P003930,capture,8297,271,8026,USD,
S015142,2026-05-14,P005023,capture,7815,257,7558,USD,
S015154,2026-05-14,P005664,capture,2300,97,2203,USD,
S015163,2026-05-14,P017460,capture,3146,121,3025,USD,
S015217,2026-05-14,P018198,capture,5931,202,5729,USD,
S015227,2026-05-14,P005581,capture,29080,873,28207,USD,
S015241,2026-05-14,P008307,capture,3572,134,3438,USD,
S015254,2026-05-14,P017174,capture,2988,117,2871,USD,
S015255,2026-05-14,P000285,capture,2159,93,2066,USD,
S015259,2026-05-14,P007470,capture,2239,95,2144,USD,
S015268,2026-05-14,P009825,refund,-2742,0,-2742,USD,
S015278,2026-05-14,P003842,capture,6245,211,6034,USD,
S015295,2026-05-14,P013997,capture,4075,148,3927,USD,
S015301,2026-05-14,P012226,capture,35664,1064,34600,USD,
S015318,2026-05-14,P002304,capture,15408,477,14931,USD,
S015324,2026-05-14,P001304,capture,8470,276,8194,USD,
S015327,2026-05-14,P014244,capture,6640,223,6417,USD,
S015331,2026-05-14,P004997,capture,3421,129,3292,USD,
S015333,2026-05-14,P006705,capture,4368,157,4211,USD,
S015336,2026-05-14,P014535,capture,4552,162,4390,USD,
S015345,2026-05-14,P011678,capture,5756,197,5559,USD,
S015350,2026-05-14,P012601,capture,1159,64,1095,USD,
S015351,2026-05-14,P003870,capture,8457,275,8182,USD,
S015356,2026-05-14,P018633,capture,15285,473,14812,USD,
S015364,2026-05-14,P012941,capture,6604,222,6382,USD,
S015365,2026-05-14,P014494,refund,-3578,0,-3578,USD,
S015366,2026-05-14,P009345,capture,16024,495,15529,USD,
S015367,2026-05-14,P009078,capture,3033,118,2915,USD,
S015368,2026-05-14,P018033,capture,2420,101,2319,EUR,converted at 1.0961
S015370,2026-05-14,P004032,capture,1776,82,1694,USD,
S015372,2026-05-14,P004935,capture,9563,307,9256,USD,
S015375,2026-05-14,P017372,capture,2914,115,2799,USD,
S015383,2026-05-14,P013709,capture,9229,298,8931,USD,
S015389,2026-05-14,P015221,capture,7620,251,7369,USD,
S015392,2026-05-14,P012529,capture,8548,278,8270,USD,
S015402,2026-05-14,P006408,capture,5280,183,5097,USD,
S015403,2026-05-14,P013117,capture,6566,220,6346,USD,
S015416,2026-05-14,P002557,capture,6067,206,5861,USD,
S015418,2026-05-14,P012150,capture,12846,403,12443,USD,
S015419,2026-05-14,P014761,capture,2360,98,2262,USD,
S015422,2026-05-14,P005475,capture,6151,208,5943,USD,
S015427,2026-05-14,P016507,capture,1428,71,1357,USD,
S015429,2026-05-14,P019324,capture,3802,140,3662,USD,
S015430,2026-05-14,P019834,capture,4785,169,4616,USD,
S015446,2026-05-14,P007713,capture,819,54,765,USD,
S015449,2026-05-14,P016230,capture,2980,116,2864,USD,
S015454,2026-05-14,P006006,capture,4930,173,4757,USD,
S015455,2026-05-14,P001188,capture,5948,202,5746,USD,
S015461,2026-05-14,P015407,capture,1717,80,1637,USD,
S015468,2026-05-14,P001859,capture,3971,145,3826,USD,
S015475,2026-05-14,P008478,capture,8211,268,7943,USD,
S015482,2026-05-14,P015499,refund,-1986,0,-1986,USD,
S015483,2026-05-14,P006271,capture,4947,173,4774,USD,
S015484,2026-05-14,P013547,capture,27651,832,26819,USD,
S015486,2026-05-14,P016184,capture,4554,162,4392,USD,
S015491,2026-05-14,P007121,capture,9213,297,8916,USD,
S015496,2026-05-14,P019685,capture,4014,146,3868,USD,
S015498,2026-05-14,P007431,capture,9600,308,9292,USD,
S015499,2026-05-14,P000901,capture,4250,153,4097,USD,
S015503,2026-05-14,P003675,capture,2797,111,2686,USD,
S015505,2026-05-14,P010359,capture,12250,385,11865,USD,
S015506,2026-05-14,P015341,capture,1241,66,1175,USD,
S015507,2026-05-14,P017560,capture,11598,366,11232,USD,
S015508,2026-05-14,P019723,capture,7436,246,7190,USD,
S015510,2026-05-14,P007494,capture,5864,200,5664,USD,
S015513,2026-05-14,P016927,capture,2798,111,2687,USD,
S015516,2026-05-14,P010859,capture,5375,186,5189,USD,
S015520,2026-05-14,P011111,capture,6335,214,6121,USD,
S015521,2026-05-14,P001004,capture,3426,129,3297,USD,
S015528,2026-05-14,P003191,capture,2155,92,2063,USD,
S015532,2026-05-14,P013167,capture,1121,63,1058,USD,
S015533,2026-05-14,P004238,capture,1778,82,1696,USD,
S015534,2026-05-14,P018953,capture,2928,115,2813,USD,
S015535,2026-05-14,P003775,capture,7613,251,7362,USD,
S015536,2026-05-14,P009077,capture,16532,509,16023,USD,
S015537,2026-05-14,P009325,capture,5567,191,5376,USD,
S015541,2026-05-14,P010474,capture,6163,209,5954,USD,
S015542,2026-05-14,P018505,capture,11264,357,10907,USD,
S015548,2026-05-14,P000771,capture,30086,902,29184,USD,
S015555,2026-05-14,P005462,capture,19931,608,19323,USD,
S015566,2026-05-14,P002903,refund,-6005,0,-6005,USD,
S015567,2026-05-14,P010984,capture,6287,212,6075,USD,
S015570,2026-05-14,P005986,capture,3219,123,3096,USD,
S015579,2026-05-14,P009224,capture,3105,120,2985,USD,
S015581,2026-05-14,P009106,capture,12273,386,11887,USD,
S015582,2026-05-14,P001911,capture,40518,1205,39313,USD,
S015589,2026-05-14,P015127,capture,3716,138,3578,USD,
S015591,2026-05-14,P013685,capture,4109,149,3960,USD,
S015595,2026-05-14,P003115,capture,5436,188,5248,USD,
S015596,2026-05-14,P003322,capture,1370,70,1300,USD,
S015598,2026-05-14,P008794,capture,8728,283,8445,USD,
S015601,2026-05-14,P003132,capture,46305,1373,44932,USD,
S015605,2026-05-14,P010025,refund,-241,0,-241,USD,
S015610,2026-05-14,P012347,refund,-2645,0,-2645,USD,
S015611,2026-05-14,P009896,capture,21142,643,20499,USD,
S015614,2026-05-14,P000320,refund,-6141,0,-6141,USD,
S015615,2026-05-14,P014318,refund,-2993,0,-2993,USD,
S015616,2026-05-14,P014375,refund,-6132,0,-6132,USD,
S015617,2026-05-14,P005129,refund,-4594,0,-4594,USD,
S015618,2026-05-14,P018346,capture,3957,145,3812,USD,
S015620,2026-05-14,P009522,capture,8724,283,8441,USD,
S015622,2026-05-14,P007702,capture,22291,676,21615,USD,
S015623,2026-05-14,P002884,capture,6683,224,6459,USD,
S015624,2026-05-14,P002631,capture,13920,434,13486,USD,
S015625,2026-05-14,P001561,refund,-2051,0,-2051,USD,
S015626,2026-05-14,P004328,refund,-2365,0,-2365,USD,
S015627,2026-05-14,P013159,capture,3477,131,3346,USD,
S015628,2026-05-14,P011133,refund,-1638,0,-1638,USD,
S015629,2026-05-14,P007571,refund,-5224,0,-5224,USD,
S015630,2026-05-14,P013046,capture,18005,552,17453,USD,
S015635,2026-05-14,P001503,capture,4607,164,4443,USD,
S015636,2026-05-14,P010077,capture,432,43,389,USD,
S015638,2026-05-14,P013955,capture,487,44,443,USD,
S015639,2026-05-14,P006977,capture,915,57,858,USD,
S015640,2026-05-14,P018707,capture,2079,90,1989,USD,
S015642,2026-05-14,P015556,capture,2867,113,2754,USD,
S015643,2026-05-14,P008360,capture,10077,322,9755,USD,
S015644,2026-05-14,P018130,capture,6157,209,5948,USD,
S015645,2026-05-14,P011519,capture,96843,2838,94005,USD,
S015648,2026-05-14,P017025,capture,11843,373,11470,USD,
S015649,2026-05-14,P005471,capture,2490,102,2388,USD,
S015650,2026-05-14,P017916,capture,5013,175,4838,USD,
S015652,2026-05-14,P009122,capture,24505,741,23764,USD,
S015653,2026-05-14,P013322,capture,4177,151,4026,USD,
S015654,2026-05-14,P010765,capture,2199,94,2105,USD,
S015655,2026-05-14,P004288,capture,6276,212,6064,USD,
S015657,2026-05-14,P013089,capture,10199,327,9872,EUR,converted at 1.0961
S015658,2026-05-14,P009531,capture,3824,141,3683,USD,
S015659,2026-05-14,P016145,capture,13082,397,12685,USD,
S015660,2026-05-14,P008124,capture,4569,163,4406,USD,
S015661,2026-05-14,P004886,refund,-878,0,-878,USD,
S015663,2026-05-14,P013746,capture,5863,200,5663,USD,
S015664,2026-05-14,P004844,capture,4168,151,4017,USD,
S015665,2026-05-14,P009923,capture,14623,454,14169,USD,
S015666,2026-05-14,P002278,capture,2345,98,2247,USD,
S015667,2026-05-14,P016068,capture,11066,351,10715,USD,
S015669,2026-05-14,P007743,capture,886,56,830,USD,
S015670,2026-05-14,P013373,capture,2498,102,2396,USD,
S015671,2026-05-14,P002104,capture,8294,271,8023,USD,
S015672,2026-05-14,P009164,refund,-5975,0,-5975,USD,
S015673,2026-05-14,P010325,capture,1397,71,1326,USD,
S015674,2026-05-14,P001549,refund,-11984,0,-11984,USD,
S015676,2026-05-14,P018866,capture,6715,225,6490,USD,
S015678,2026-05-14,P014415,capture,9629,309,9320,USD,
S015679,2026-05-14,P015896,capture,18559,568,17991,USD,
S015680,2026-05-14,P015158,refund,-2739,0,-2739,USD,
S015682,2026-05-14,P011058,capture,3392,128,3264,USD,
S015683,2026-05-14,P010625,capture,15568,481,15087,USD,
S015685,2026-05-14,P008716,capture,4814,170,4644,USD,
S015687,2026-05-14,P019594,capture,9540,307,9233,USD,
S015689,2026-05-14,P011129,capture,11235,356,10879,USD,
S015690,2026-05-14,P008197,capture,8460,275,8185,USD,
S015693,2026-05-14,P004474,capture,24383,737,23646,USD,
S015695,2026-05-14,P005476,capture,4141,150,3991,USD,
S015697,2026-05-14,P017042,capture,2421,100,2321,USD,
S015698,2026-05-14,P000188,capture,10958,348,10610,USD,
S015699,2026-05-14,P017938,capture,20638,629,20009,USD,
S015701,2026-05-14,P003765,capture,7174,238,6936,USD,
S015702,2026-05-14,P008152,capture,3054,130,2924,USD,
S015704,2026-05-14,P001381,capture,1379,70,1309,USD,
S015705,2026-05-14,P004014,capture,3880,143,3737,USD,
S015708,2026-05-14,P009724,capture,5634,193,5441,USD,
S015710,2026-05-14,P003790,capture,3735,138,3597,USD,
S015713,2026-05-14,P004456,capture,5661,194,5467,USD,
S015716,2026-05-14,P003737,capture,2536,104,2432,USD,
S015718,2026-05-14,P019987,capture,3570,134,3436,USD,
S015722,2026-05-14,P017554,capture,3683,137,3546,USD,
S015724,2026-05-14,P006023,refund,-1895,0,-1895,USD,
S015725,2026-05-14,P014455,capture,4712,167,4545,USD,
S015726,2026-05-14,P014755,capture,9828,315,9513,USD,
S015729,2026-05-14,P000983,capture,3003,117,2886,USD,
S015730,2026-05-14,P016511,capture,14253,443,13810,USD,
S015731,2026-05-14,P002637,refund,-2539,0,-2539,USD,
S015736,2026-05-14,P019543,refund,-512,0,-512,USD,
S015738,2026-05-14,P011540,capture,8568,278,8290,USD,
S015740,2026-05-14,P014363,refund,-2279,0,-2279,USD,
S015741,2026-05-14,P009081,capture,10335,330,10005,USD,
S015742,2026-05-14,P014270,refund,-4574,0,-4574,USD,
S015743,2026-05-14,P016431,capture,5534,190,5344,USD,
S015744,2026-05-14,P003602,capture,30763,922,29841,USD,
S015747,2026-05-14,P019555,capture,4503,161,4342,USD,
S015750,2026-05-14,P001600,capture,8657,281,8376,USD,
S015751,2026-05-14,P002853,capture,2612,106,2506,USD,
S015752,2026-05-14,P006472,capture,2451,101,2350,USD,
S015755,2026-05-14,P009067,capture,3096,120,2976,USD,
S015756,2026-05-14,P008417,capture,19618,599,19019,USD,
S015757,2026-05-14,P010637,capture,9238,298,8940,USD,
S015758,2026-05-14,P000343,capture,1944,86,1858,USD,
S015759,2026-05-14,P006798,capture,6488,218,6270,USD,
S015760,2026-05-14,P006174,capture,2482,102,2380,USD,
S015761,2026-05-14,P018654,capture,5260,183,5077,USD,
S015762,2026-05-14,P011247,capture,7621,251,7370,USD,
S015763,2026-05-14,P017758,capture,1180,64,1116,USD,
S015765,2026-05-14,P018323,capture,1736,80,1656,USD,
S015767,2026-05-14,P010087,refund,-2286,0,-2286,USD,
S015772,2026-05-14,P009618,capture,2766,110,2656,USD,
S015774,2026-05-14,P006288,capture,18881,578,18303,USD,
S015775,2026-05-14,P018841,capture,19170,586,18584,USD,
S015776,2026-05-14,P002339,capture,5484,189,5295,USD,
S015777,2026-05-14,P001111,capture,989,59,930,USD,
S015780,2026-05-14,P002011,capture,1157,64,1093,USD,
S015781,2026-05-14,P009985,capture,13541,423,13118,USD,
S015782,2026-05-14,P000531,capture,20826,634,20192,USD,
S015783,2026-05-14,P013748,capture,3280,125,3155,USD,
S015784,2026-05-14,P014968,refund,-1689,0,-1689,USD,
S015786,2026-05-14,P012088,capture,5824,199,5625,USD,
S015787,2026-05-14,P015011,capture,2076,90,1986,USD,
S015788,2026-05-14,P006131,capture,2942,115,2827,USD,
S015792,2026-05-14,P016648,refund,-3244,0,-3244,USD,
S015794,2026-05-14,P000071,capture,18708,573,18135,USD,
S015796,2026-05-14,P011351,capture,7877,258,7619,USD,
S015799,2026-05-14,P007050,capture,2540,104,2436,USD,
S015800,2026-05-14,P004177,capture,7203,239,6964,USD,
S015802,2026-05-14,P010276,capture,4558,162,4396,USD,
S015803,2026-05-14,P016709,capture,1061,49,1012,USD,
S015804,2026-05-14,P000384,capture,1767,81,1686,USD,
S015805,2026-05-14,P003510,capture,15084,467,14617,USD,
S015806,2026-05-14,P003134,capture,16362,504,15858,USD,
S015809,2026-05-14,P014619,capture,8136,266,7870,USD,
S015811,2026-05-14,P000899,refund,-3495,0,-3495,USD,
S015813,2026-05-14,P008673,capture,5103,178,4925,USD,
S015815,2026-05-14,P018683,capture,4971,174,4797,USD,
S015816,2026-05-14,P008047,capture,5018,176,4842,USD,
S015817,2026-05-14,P015456,capture,30416,912,29504,USD,
S015818,2026-05-14,P014354,capture,7189,238,6951,USD,
S015819,2026-05-14,P004899,capture,8187,267,7920,USD,
S015820,2026-05-14,P001847,capture,5287,183,5104,USD,
S015821,2026-05-14,P005325,capture,3886,143,3743,USD,
S015822,2026-05-14,P006523,capture,1111,62,1049,USD,
S015823,2026-05-14,P016226,capture,3316,126,3190,USD,
S015824,2026-05-14,P001839,capture,3328,127,3201,USD,
S015827,2026-05-14,P000182,refund,-7675,0,-7675,USD,
S015831,2026-05-14,P005879,refund,-1001,0,-1001,USD,
S015832,2026-05-14,P016595,capture,25170,760,24410,USD,
S015833,2026-05-14,P015931,capture,3110,120,2990,USD,
S015341,2026-05-15,P001442,capture,2221,94,2127,USD,
S015405,2026-05-15,P016984,capture,3006,117,2889,USD,
S015407,2026-05-15,P008917,capture,161,35,126,USD,
S015421,2026-05-15,P002582,capture,19417,593,18824,USD,
S015426,2026-05-15,P005077,capture,1802,82,1720,USD,
S015428,2026-05-15,P018272,capture,6025,205,5820,USD,
S015435,2026-05-15,P006283,refund,-5792,0,-5792,USD,
S015440,2026-05-15,P005654,capture,6297,213,6084,USD,
S015442,2026-05-15,P013126,capture,545,46,499,USD,
S015456,2026-05-15,P004350,capture,2103,91,2012,USD,
S015460,2026-05-15,P001917,capture,1725,80,1645,USD,
S015480,2026-05-15,P003441,capture,3682,137,3545,USD,
S015495,2026-05-15,P014822,capture,4150,150,4000,USD,
S015502,2026-05-15,P005354,capture,14856,461,14395,USD,
S015504,2026-05-15,P009726,refund,-3039,0,-3039,USD,
S015526,2026-05-15,P009019,capture,19065,583,18482,USD,
S015540,2026-05-15,P003642,capture,2088,91,1997,USD,
S015545,2026-05-15,P010708,capture,25068,757,24311,USD,
S015557,2026-05-15,P013434,capture,5904,201,5703,USD,
S015568,2026-05-15,P012989,capture,8709,283,8426,USD,
S015569,2026-05-15,P008962,refund,-2751,0,-2751,USD,
S015576,2026-05-15,P015640,capture,10098,323,9775,USD,
S015592,2026-05-15,P017526,capture,14004,436,13568,USD,
S015600,2026-05-15,P015853,capture,21273,647,20626,USD,
S015619,2026-05-15,P003977,capture,16190,500,15690,USD,
S015621,2026-05-15,P003225,refund,-999,0,-999,USD,
S015631,2026-05-15,P017911,capture,966,58,908,USD,
S015632,2026-05-15,P006251,capture,10049,321,9728,USD,
S015633,2026-05-15,P000955,capture,14058,438,13620,USD,
S015634,2026-05-15,P016415,capture,8301,271,8030,USD,
S015637,2026-05-15,P007667,capture,3319,126,3193,USD,
S015641,2026-05-15,P014808,capture,15188,470,14718,USD,
S015646,2026-05-15,P016891,capture,12568,394,12174,USD,
S015647,2026-05-15,P017730,capture,5065,177,4888,USD,
S015651,2026-05-15,P010833,capture,4486,160,4326,USD,
S015656,2026-05-15,P011301,capture,4260,154,4106,USD,
S015662,2026-05-15,P005714,capture,9836,315,9521,USD,
S015668,2026-05-15,P006560,capture,1329,69,1260,USD,
S015675,2026-05-15,P001279,capture,28790,865,27925,USD,
S015677,2026-05-15,P015959,capture,7769,255,7514,USD,
S015681,2026-05-15,P015812,capture,32586,975,31611,USD,
S015684,2026-05-15,P005486,refund,-9766,0,-9766,USD,
S015686,2026-05-15,P006054,capture,16498,508,15990,USD,
S015688,2026-05-15,P015943,capture,4814,170,4644,USD,
S015691,2026-05-15,P002953,capture,3731,138,3593,USD,
S015692,2026-05-15,P016722,capture,9643,350,9293,USD,
S015694,2026-05-15,P002636,capture,10028,321,9707,USD,
S015696,2026-05-15,P009482,capture,1246,66,1180,USD,
S015700,2026-05-15,P007201,capture,10310,329,9981,USD,
S015703,2026-05-15,P011923,capture,1715,80,1635,USD,
S015707,2026-05-15,P014634,capture,14650,455,14195,USD,
S015709,2026-05-15,P007515,capture,12443,391,12052,USD,
S015711,2026-05-15,P019712,refund,-3194,0,-3194,USD,
S015712,2026-05-15,P005838,capture,8405,274,8131,USD,
S015714,2026-05-15,P016531,capture,2777,111,2666,USD,
S015715,2026-05-15,P013280,capture,6816,228,6588,USD,
S015717,2026-05-15,P006837,capture,956,58,898,USD,
S015719,2026-05-15,P007504,capture,12832,402,12430,USD,
S015720,2026-05-15,P001385,capture,4649,165,4484,USD,
S015721,2026-05-15,P012358,capture,5296,184,5112,USD,
S015728,2026-05-15,P005563,capture,1443,72,1371,USD,
S015732,2026-05-15,P009029,capture,3630,135,3495,USD,
S015733,2026-05-15,P009291,capture,8768,284,8484,USD,
S015734,2026-05-15,P008272,capture,6258,211,6047,USD,
S015735,2026-05-15,P005243,capture,2992,117,2875,USD,
S015737,2026-05-15,P016706,capture,4245,153,4092,USD,
S015745,2026-05-15,P006445,capture,5184,180,5004,USD,
S015746,2026-05-15,P010899,capture,5006,175,4831,USD,
S015748,2026-05-15,P002228,capture,12335,388,11947,USD,
S015749,2026-05-15,P007577,capture,7314,242,7072,USD,
S015754,2026-05-15,P007022,capture,16054,496,15558,USD,
S015764,2026-05-15,P015733,refund,-697,0,-697,USD,
S015766,2026-05-15,P006379,capture,9904,317,9587,USD,
S015768,2026-05-15,P003540,capture,6328,214,6114,USD,
S015769,2026-05-15,P008785,capture,1460,73,1387,EUR,converted at 1.0961
S015770,2026-05-15,P010911,capture,1111,62,1049,USD,
S015773,2026-05-15,P014933,capture,4806,169,4637,USD,
S015778,2026-05-15,P017218,capture,7040,234,6806,USD,
S015779,2026-05-15,P010380,capture,1537,75,1462,USD,
S015785,2026-05-15,P005351,capture,2769,110,2659,USD,
S015789,2026-05-15,P014798,capture,5026,176,4850,USD,
S015790,2026-05-15,P003056,capture,2589,105,2484,USD,
S015791,2026-05-15,P005814,capture,2562,104,2458,USD,
S015793,2026-05-15,P003168,capture,5469,189,5280,USD,
S015797,2026-05-15,P010575,capture,2878,113,2765,USD,
S015798,2026-05-15,P002770,capture,1735,80,1655,USD,
S015807,2026-05-15,P019912,capture,12549,394,12155,USD,
S015808,2026-05-15,P003467,capture,8736,283,8453,USD,
